text,exp_and_td,labels
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",missing trapped or found people,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",displaced people and evacuations,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",infrastructure and utilities damage,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",donation needs or offers or volunteering services,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",caution and advice,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",sympathy and emotional support,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",other useful information,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",not related or irrelevant,0
"120 injured, 3 critical after Napa, California quake - USA TODAY: USA TODAY120 injured, 3 critical after Napa,... http",someone is confirm dead death die or killed injured or hurt,0
The grief morons are out again... Pray For Chile Only On Twitter. x.,injured or dead people,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,missing trapped or found people,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,displaced people and evacuations,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,infrastructure and utilities damage,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,donation needs or offers or volunteering services,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,caution and advice,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,sympathy and emotional support,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,other useful information,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,not related or irrelevant,6
The grief morons are out again... Pray For Chile Only On Twitter. x.,someone is confirm dead death die or killed injured or hurt,6
WEBCAST: Earthquake in California http,injured or dead people,7
WEBCAST: Earthquake in California http,missing trapped or found people,7
WEBCAST: Earthquake in California http,displaced people and evacuations,7
WEBCAST: Earthquake in California http,infrastructure and utilities damage,7
WEBCAST: Earthquake in California http,donation needs or offers or volunteering services,7
WEBCAST: Earthquake in California http,caution and advice,7
WEBCAST: Earthquake in California http,sympathy and emotional support,7
WEBCAST: Earthquake in California http,other useful information,7
WEBCAST: Earthquake in California http,not related or irrelevant,7
WEBCAST: Earthquake in California http,someone is confirm dead death die or killed injured or hurt,7
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,injured or dead people,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,missing trapped or found people,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,displaced people and evacuations,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,infrastructure and utilities damage,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,donation needs or offers or volunteering services,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,caution and advice,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,sympathy and emotional support,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,other useful information,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,not related or irrelevant,8
What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?,someone is confirm dead death die or killed injured or hurt,8
"let the skyfall, we will stand tall, at skyfall...",injured or dead people,8
"let the skyfall, we will stand tall, at skyfall...",missing trapped or found people,8
"let the skyfall, we will stand tall, at skyfall...",displaced people and evacuations,8
"let the skyfall, we will stand tall, at skyfall...",infrastructure and utilities damage,8
"let the skyfall, we will stand tall, at skyfall...",donation needs or offers or volunteering services,8
"let the skyfall, we will stand tall, at skyfall...",caution and advice,8
"let the skyfall, we will stand tall, at skyfall...",sympathy and emotional support,8
"let the skyfall, we will stand tall, at skyfall...",other useful information,8
"let the skyfall, we will stand tall, at skyfall...",not related or irrelevant,8
"let the skyfall, we will stand tall, at skyfall...",someone is confirm dead death die or killed injured or hurt,8
Excellent  story by  on the Earthquake Early Warning System in development in California: http,injured or dead people,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,missing trapped or found people,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,displaced people and evacuations,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,infrastructure and utilities damage,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,donation needs or offers or volunteering services,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,caution and advice,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,sympathy and emotional support,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,other useful information,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,not related or irrelevant,5
Excellent  story by  on the Earthquake Early Warning System in development in California: http,someone is confirm dead death die or killed injured or hurt,5
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,injured or dead people,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,missing trapped or found people,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,displaced people and evacuations,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,infrastructure and utilities damage,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,donation needs or offers or volunteering services,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,caution and advice,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,sympathy and emotional support,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,other useful information,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,not related or irrelevant,8
Thank you Quakehold! steps from epicenter of 6.0 Napa earthquake... grandmothers hutch &amp; dishes are safe thanks to you!,someone is confirm dead death die or killed injured or hurt,8
Get to know the previously unknown fault line that helped cause the Napa earthquake http http,injured or dead people,7
Get to know the previously unknown fault line that helped cause the Napa earthquake http http,missing trapped or found people,7
Get to know the previously unknown fault line that helped cause the Napa earthquake http http,displaced people and evacuations,7
Get to know the previously unknown fault line that helped cause the Napa earthquake http http,infrastructure and utilities damage,7
Get to know the previously unknown fault line that helped cause the Napa earthquake http http,donation needs or offers or volunteering services,7
